Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
849,50,RL,75.0,45600,,IR2,Bnk,Inside,Gtl,ClearCr,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,907,907,TA,Y,SBrkr,1307,1051,2358,0,0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,1908.0,Unf,2,360,Other,TA,Y,486,40,0,None,9,2008,WD,Normal,240000
850,80,RL,80.0,9600,,Reg,Lvl,FR2,Gtl,Veenker,Feedr,1Fam,SLvl,6,7,1976,1994,Hip,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,528,528,Ex,Y,SBrkr,1094,761,1855,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976.0,RFn,2,512,TA,TA,Y,113,100,0,None,8,2007,WD,Normal,187000
851,120,RM,36.0,4435,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,189,848,Ex,Y,SBrkr,848,0,848,1,0,1,0,1,1,Gd,3,Typ,0,,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,None,11,2007,WD,Normal,131500
852,120,RL,,3196,,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,1273,1273,Ex,Y,SBrkr,1456,0,1456,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2,400,TA,TA,Y,143,20,0,None,5,2006,WD,Normal,215000
853,75,RL,53.0,7128,,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,554,918,Gd,Y,SBrkr,918,728,1646,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1,240,TA,TA,Y,0,0,0,MnPrv,8,2007,WD,Normal,164000
854,80,RL,,12095,,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,SLvl,6,6,1964,1964,Gable,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,Unf,563,1127,TA,Y,SBrkr,1445,0,1445,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,2,645,TA,TA,Y,180,0,0,MnPrv,8,2009,WD,Normal,158000
855,20,RL,102.0,17920,,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,4,1955,1974,Hip,Wd Sdng,Plywood,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Rec,372,1763,TA,Y,SBrkr,1779,0,1779,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2,454,TA,TA,Y,0,418,0,None,7,2006,WD,Other,170000
856,20,RL,,6897,,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,8,1962,2010,Gable,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,381,1040,Ex,Y,SBrkr,1040,0,1040,1,0,1,1,3,1,TA,6,Typ,0,,Detchd,1962.0,Unf,1,260,TA,TA,Y,0,104,0,None,4,2010,WD,Normal,127000
857,80,RL,,10970,,IR1,Low,Inside,Mod,CollgCr,Norm,1Fam,SLvl,6,6,1978,1978,Gable,Plywood,HdBoard,,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,LwQ,0,940,TA,Y,SBrkr,1026,0,1026,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1981.0,Unf,2,576,TA,Other,Y,0,0,1,MnPrv,10,2008,WD,Normal,147000
858,60,RL,65.0,8125,,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1994,1995,Gable,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,702,702,Gd,Y,SBrkr,702,779,1481,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2,343,TA,TA,Y,0,36,0,None,3,2009,WD,Normal,174000
859,20,RL,80.0,10400,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,1090,1090,TA,Y,SBrkr,1370,0,1370,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2,479,TA,TA,Y,0,0,0,MnPrv,6,2009,WD,Other,152000
860,60,RL,,11029,,IR1,Lvl,Corner,Gtl,NWAmes,PosA,1Fam,2Story,6,7,1968,1984,Gable,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,435,1054,TA,Y,SBrkr,1512,1142,2654,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1968.0,Unf,2,619,TA,TA,Y,0,65,0,None,8,2006,WD,Normal,250000
861,50,RL,55.0,7642,,Reg,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,Wd Sdng,Wd Sdng,,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,912,912,Gd,Y,SBrkr,912,514,1426,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,216,TA,TA,Y,0,240,0,GdPrv,6,2007,WD,Normal,189950
862,190,RL,75.0,11625,,Reg,Lvl,Inside,Gtl,Sawyer,Norm,2fmCon,1Story,5,4,1965,1965,Hip,Plywood,HdBoard,,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,Unf,198,1039,Ex,Y,SBrkr,1039,0,1039,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1965.0,Unf,2,504,TA,TA,Y,0,0,0,None,4,2010,WD,Normal,131500
863,20,RL,81.0,9672,,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,1Story,6,5,1984,1985,Hip,HdBoard,Plywood,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,702,1040,TA,Y,SBrkr,1097,0,1097,0,0,2,0,3,1,TA,6,Typ,0,,Attchd,1986.0,Unf,2,480,TA,TA,Y,0,0,0,GdPrv,5,2010,WD,Normal,152000
864,20,RL,70.0,7931,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Hip,BrkFace,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,0,1148,TA,Y,SBrkr,1148,0,1148,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,Unf,1,672,TA,TA,Y,0,0,0,GdPrv,7,2009,WD,Normal,132500
865,20,FV,72.0,8640,,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1372,1372,Ex,Y,SBrkr,1372,0,1372,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2008.0,Fin,2,529,TA,TA,Y,0,140,0,None,5,2008,New,Partial,250580
866,20,RL,,8750,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1970,1970,Gable,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,174,1002,TA,Y,SBrkr,1002,0,1002,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1973.0,Unf,2,902,TA,TA,Y,0,0,0,MnPrv,8,2009,WD,Normal,148500
867,20,RL,67.0,10656,,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1638,1638,Ex,Y,SBrkr,1646,0,1646,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,870,TA,TA,Y,192,80,0,None,11,2007,New,Partial,248900
868,20,RL,85.0,6970,,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,4,5,1961,1961,Gable,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,108,1040,TA,Y,SBrkr,1120,0,1120,1,0,1,1,3,1,Fa,5,Typ,0,,Attchd,1961.0,RFn,2,544,TA,TA,Y,168,0,0,None,5,2007,WD,Normal,129000
869,60,RL,,14762,,IR2,Lvl,Corner,Gtl,Gilbert,Feedr,1Fam,2Story,5,6,1948,1950,Gable,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,,0,0,Gd,Y,SBrkr,1547,720,2320,0,0,2,0,2,1,TA,7,Typ,1,TA,Attchd,1979.0,Unf,2,672,TA,TA,P,120,144,0,None,5,2006,WD,Normal,169000
870,60,RL,80.0,9938,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1993,1994,Gable,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,300,1050,Ex,Y,SBrkr,1062,887,1949,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,2,574,TA,TA,Y,156,90,0,GdPrv,6,2010,WD,Normal,236000
871,20,RL,60.0,6600,,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,1Story,5,5,1962,1962,Hip,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,894,894,Gd,N,SBrkr,894,0,894,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1962.0,Unf,1,308,TA,TA,Y,0,0,0,None,8,2009,WD,Normal,109500
872,60,RL,70.0,8750,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,299,804,Ex,Y,SBrkr,804,878,1682,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1998.0,RFn,2,523,TA,TA,Y,0,77,0,None,6,2010,WD,Normal,200500
873,20,RL,74.0,8892,,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,1953,1996,Gable,WdShing,Wd Shng,,0.0,Gd,TA,Stone,TA,TA,Av,Unf,Unf,105,105,Gd,Y,SBrkr,910,0,910,0,0,1,0,3,1,Gd,5,Typ,0,,Attchd,1953.0,Unf,2,414,TA,TA,Y,196,0,1,GdWo,10,2008,WD,Normal,116000
874,40,RL,60.0,12144,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1949,1950,Gable,HdBoard,HdBoard,,0.0,Gd,TA,CBlock,TA,TA,No,Rec,Unf,457,832,Gd,Y,SBrkr,1036,0,1268,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1,288,TA,TA,Y,0,28,0,None,9,2009,WD,Normal,133000
875,50,RM,52.0,5720,,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,5,6,1941,1950,Gable,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,676,676,Ex,Y,SBrkr,676,455,1131,0,0,1,1,3,1,TA,5,Typ,0,,Detchd,1941.0,Unf,1,200,TA,TA,Y,26,0,0,None,8,2009,WD,Other,66500
876,60,FV,75.0,9000,,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,2007,2007,Gable,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1120,1184,Ex,Y,SBrkr,1184,1426,2610,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2,550,TA,TA,Y,208,364,0,None,8,2007,New,Partial,303477
877,20,RL,94.0,25286,,Reg,HLS,Inside,Mod,Mitchel,Norm,1Fam,1Story,4,5,1963,1963,Gable,HdBoard,Plywood,,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,Unf,431,1064,Gd,Y,SBrkr,1040,0,1040,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1963.0,Unf,2,648,TA,TA,Y,0,0,0,None,1,2007,WD,Normal,132250
878,60,RL,74.0,8834,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2004,2005,Hip,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,292,1462,Ex,Y,SBrkr,1462,762,2224,1,0,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,2004.0,Fin,3,738,TA,TA,Y,184,0,0,None,6,2009,WD,Normal,350000
879,85,RL,88.0,11782,,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,210,1109,TA,Y,SBrkr,1155,0,1155,1,0,1,0,3,1,Gd,6,Min2,0,,Detchd,1987.0,Unf,2,576,TA,TA,Y,192,0,0,MnPrv,6,2010,WD,Normal,148000
880,20,RL,,7000,,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,8,1978,2005,Gable,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,218,864,Ex,Y,SBrkr,864,0,864,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1978.0,Unf,1,336,TA,TA,Y,0,0,0,GdWo,7,2009,WD,Normal,136500
881,20,RL,60.0,7024,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,5,2005,2006,Gable,VinylSd,VinylSd,,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,Unf,110,1090,Gd,Y,SBrkr,1090,0,1090,1,0,1,1,2,1,TA,5,Typ,0,,Attchd,2005.0,Fin,2,450,TA,TA,Y,0,49,0,None,6,2007,WD,Normal,157000
882,50,RL,44.0,13758,,IR1,Lvl,CulDSac,Gtl,Timber,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,Unf,254,1156,Ex,Y,SBrkr,1187,530,1717,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,2,400,TA,TA,Y,168,36,0,None,4,2007,WD,Normal,187500
883,60,RL,,9636,,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1992,1993,Gable,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,808,808,Gd,Y,SBrkr,808,785,1593,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1993.0,RFn,2,389,TA,TA,Y,342,40,0,MnPrv,12,2009,WD,Normal,178000
884,75,RL,60.0,6204,,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,Wd Sdng,Wd Sdng,,0.0,Gd,TA,PConc,TA,Fa,No,Unf,Unf,795,795,TA,N,SBrkr,954,795,2230,1,0,1,0,5,1,TA,10,Typ,0,,Detchd,1997.0,Unf,1,440,TA,Other,Y,0,188,0,None,3,2006,WD,Normal,118500
885,20,RL,65.0,7150,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,460,892,TA,Y,SBrkr,892,0,892,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1967.0,RFn,1,288,TA,TA,Y,0,0,0,GdWo,7,2009,WD,Normal,100000
886,120,FV,50.0,5119,,IR1,Lvl,CulDSac,Gtl,Somerst,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,460,1698,Ex,Y,SBrkr,1709,0,1709,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2,506,TA,TA,Y,97,65,0,None,1,2008,Other,Other,328900
887,90,RL,70.0,8393,,Reg,Lvl,Corner,Gtl,NAmes,Norm,Duplex,1Story,5,5,1959,2005,Gable,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,1098,1626,Ex,Y,SBrkr,1712,0,1712,0,0,2,0,4,0,TA,8,Typ,0,,Attchd,2005.0,Fin,2,588,TA,TA,Y,272,54,0,None,6,2006,WD,Other,145000
888,50,RL,59.0,16466,,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,MetalSd,MetalSd,,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,816,816,TA,Y,SBrkr,872,521,1393,0,0,1,1,3,1,TA,8,Typ,0,,Attchd,1955.0,Unf,1,300,TA,TA,Y,121,0,0,None,4,2008,WD,Normal,135500
889,20,RL,95.0,15865,,IR1,Lvl,Inside,Mod,NAmes,Norm,1Fam,1Story,8,6,1970,1970,Flat,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,Rec,1043,2217,Ex,Y,SBrkr,2217,0,2217,1,0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,1970.0,Unf,2,621,TA,TA,Y,81,207,0,None,10,2007,WD,Normal,268000
890,20,RL,128.0,12160,,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,6,4,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,481,1505,Ex,Y,SBrkr,1505,0,1505,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1953.0,RFn,2,505,TA,TA,Y,0,0,0,None,2,2009,WD,Normal,149500
891,50,RL,60.0,8064,,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,1.5Fin,5,7,1949,2006,Gable,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,Unf,672,672,Ex,Y,SBrkr,672,252,924,0,0,1,0,3,1,TA,6,Typ,1,Po,Detchd,2003.0,Unf,2,576,TA,TA,Y,0,0,0,MnPrv,7,2007,WD,Normal,122900
892,60,RL,70.0,11184,,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,Rec,192,918,Gd,Y,SBrkr,918,765,1683,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,440,TA,TA,Y,243,0,0,None,7,2009,WD,Normal,172500
893,20,RL,70.0,8414,,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,6,8,1963,2003,Hip,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,396,1059,TA,Y,SBrkr,1068,0,1068,0,1,1,0,3,1,TA,6,Typ,0,,Attchd,1963.0,RFn,1,264,TA,TA,Y,192,0,0,MnPrv,2,2006,WD,Normal,154500
894,20,RL,,13284,,Reg,Lvl,Inside,Gtl,Sawyer,PosN,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Plywood,,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,Unf,319,1383,TA,Y,SBrkr,1383,0,1383,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1,354,TA,TA,Y,511,116,0,GdPrv,6,2008,WD,Normal,165000
895,90,RL,64.0,7018,,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,,0,0,TA,Y,SBrkr,1535,0,1535,0,0,2,0,4,0,TA,8,Typ,0,,Attchd,1979.0,Unf,2,400,TA,TA,Y,0,0,0,None,6,2009,WD,Other,118858
896,60,RL,71.0,7056,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,380,780,TA,Y,SBrkr,983,813,1796,1,0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1963.0,RFn,2,483,TA,TA,Y,0,50,0,None,10,2008,WD,Normal,140000
897,30,RM,50.0,8765,Grvl,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,4,6,1936,1950,Gable,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,666,951,Ex,N,SBrkr,951,0,951,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1936.0,Unf,1,327,TA,TA,Y,0,28,0,None,4,2006,WD,Other,106500
898,90,RL,64.0,7018,,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Duplex,2Story,5,5,1979,1979,Gable,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,,0,0,TA,Y,SBrkr,1120,1120,2240,0,0,2,0,6,0,TA,12,Typ,0,,Detchd,1979.0,Unf,2,528,TA,TA,Y,154,0,0,None,6,2009,WD,Other,142953
899,20,RL,100.0,12919,,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2009,2010,Hip,VinylSd,VinylSd,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,142,2330,Ex,Y,SBrkr,2364,0,2364,1,0,2,1,2,1,Ex,11,Typ,2,Gd,Attchd,2009.0,Fin,3,820,TA,TA,Y,0,67,0,None,3,2010,New,Partial,611657
900,20,RL,65.0,6993,,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,5,7,1961,1994,Gable,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,447,912,TA,Y,SBrkr,1236,0,1236,0,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,Unf,1,288,TA,TA,Y,0,0,0,None,6,2006,WD,Normal,135000
901,20,RL,,7340,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,536,858,TA,Y,SBrkr,858,0,858,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1979.0,Unf,1,684,TA,TA,Y,0,0,0,None,6,2007,WD,Normal,110000
902,20,RL,64.0,8712,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1957,2000,Hip,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,132,992,TA,Y,SBrkr,1306,0,1306,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1968.0,Unf,1,756,TA,TA,Y,0,0,0,None,5,2009,WD,Normal,153000
903,60,RL,63.0,7875,,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,783,783,Ex,Y,SBrkr,807,702,1509,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2003.0,Fin,2,393,TA,TA,Y,0,75,0,None,7,2006,WD,Normal,180000
904,20,RL,50.0,14859,,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,1Story,7,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,27.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1670,1670,Ex,Y,SBrkr,1670,0,1670,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,690,TA,TA,Y,144,60,0,None,8,2006,New,Partial,240000
905,20,RL,,6173,,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1967,1967,Gable,HdBoard,Wd Sdng,BrkFace,75.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,277,876,TA,Y,SBrkr,902,0,902,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1967.0,Unf,1,288,TA,TA,Y,0,0,0,MnPrv,8,2007,WD,Normal,125500
906,20,RL,80.0,9920,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1954,1954,Gable,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,412,1056,TA,Y,SBrkr,1063,0,1063,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1954.0,RFn,1,280,TA,TA,Y,0,0,1,MnPrv,2,2010,WD,Normal,128000
907,20,RL,116.0,13501,,IR1,Lvl,Corner,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,208.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1560,1623,Ex,Y,SBrkr,1636,0,1636,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,865,TA,TA,Y,0,60,0,None,6,2007,WD,Normal,255000
908,50,RL,86.0,11500,,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,BrkFace,BrkFace,,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,Unf,794,1017,Gd,Y,SBrkr,1020,1037,2057,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1936.0,Fin,1,180,Other,TA,Y,0,0,0,None,6,2006,WD,Normal,250000
909,20,RL,,8885,,IR1,Low,Inside,Mod,Mitchel,Norm,1Fam,1Story,5,5,1983,1983,Gable,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,ALQ,239,864,TA,Y,SBrkr,902,0,902,1,0,1,0,2,1,TA,5,Typ,0,,Attchd,1983.0,Unf,2,484,TA,TA,Y,164,0,0,MnPrv,6,2006,WD,Normal,131000
910,60,RL,149.0,12589,,IR2,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,742,742,Ex,Y,SBrkr,742,742,1484,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2,390,TA,TA,Y,36,24,0,None,6,2009,WD,Normal,174000
911,90,RL,80.0,11600,,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Duplex,2Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,662,1105,TA,Y,FuseA,1105,1169,2274,0,0,2,0,5,0,TA,12,Typ,0,,Detchd,1960.0,Unf,2,480,TA,TA,Y,0,0,0,None,1,2010,WD,Normal,154300
