,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Fence,YrSold,SaleType,SaleCondition,SalePrice,MixedExterior,TotalBath,HouseAge,YrSinceRemod,Remodeled,SeasonSold,TotalSF,NewHouse
751,751,752,60,RL,65.0,7750,None,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,660,660,Ex,Y,SBrkr,660,660,1320,3,1,Gd,6,Typ,0,None,Attchd,2003.0,Fin,2,400,TA,Y,0,48,0,None,2007,WD,Normal,162000,1,2.5,4,4,True,Summer,1980,0
752,752,753,20,RL,79.0,9236,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,Gable,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,279,1479,Ex,Y,SBrkr,1494,0,1494,3,1,Gd,6,Typ,0,None,Attchd,1997.0,RFn,2,576,TA,Y,168,27,0,None,2006,WD,Normal,217000,1,3.0,9,9,True,Summer,2973,0
753,753,754,60,RL,80.0,10240,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,Gable,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1030,1030,Gd,Y,SBrkr,1038,1060,2098,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3,878,TA,Y,192,52,0,None,2006,WD,Normal,275500,1,2.5,1,1,True,Spring,3128,1
754,754,755,20,RL,61.0,7930,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,8,Gable,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,115,1026,Gd,Y,SBrkr,1026,0,1026,3,1,Gd,5,Typ,0,None,Detchd,1969.0,RFn,2,440,TA,Y,171,48,0,None,2009,WD,Normal,156000,1,2.0,40,4,False,Summer,2052,0
755,755,756,160,FV,34.0,3230,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,Gable,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,348,729,Gd,Y,SBrkr,742,729,1471,3,1,TA,6,Typ,0,None,Detchd,1999.0,Unf,2,440,TA,Y,0,24,0,None,2009,WD,Normal,172500,1,2.5,10,10,True,Spring,2200,0
756,756,757,60,RL,68.0,10769,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,846,866,Ex,Y,SBrkr,866,902,1768,3,1,Gd,7,Typ,0,None,Attchd,2007.0,RFn,2,578,TA,Y,144,105,0,None,2009,WD,Normal,212000,1,2.5,2,2,True,Spring,2634,0
757,757,758,60,RL,71.0,11616,None,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,2Story,6,5,Hip,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,234,672,TA,Y,SBrkr,672,714,1386,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,Y,335,0,0,GdPrv,2010,WD,Other,158900,1,2.5,32,32,True,Spring,2058,0
758,758,759,160,FV,24.0,2280,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,Gable,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,195,744,Gd,Y,SBrkr,757,744,1501,3,1,TA,6,Typ,0,None,Detchd,1999.0,Unf,2,440,TA,Y,0,0,0,None,2008,WD,Normal,179400,1,2.5,9,9,True,Summer,2245,0
759,759,760,60,RL,65.0,12257,None,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,Gable,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,1198,1318,Ex,Y,SBrkr,1328,1203,2531,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,752,TA,Y,222,98,0,None,2007,WD,Normal,290000,1,2.5,12,12,True,Fall,3849,0
760,760,761,20,RL,70.0,9100,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,Hip,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,252,864,Ex,Y,SBrkr,864,0,864,2,1,TA,5,Typ,0,None,Detchd,2008.0,Unf,1,300,Other,Y,0,0,0,None,2009,WD,Normal,127500,1,1.0,50,50,True,Fall,1728,0
761,761,762,30,RM,60.0,6911,None,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,1Fam,1Story,5,5,Gable,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,740,1145,TA,Y,SBrkr,1301,0,1301,2,1,Fa,5,Min1,0,None,Detchd,1965.0,Unf,2,440,TA,Y,0,0,0,None,2009,WD,Normal,100000,1,1.0,85,59,False,Fall,2446,0
762,762,763,60,FV,72.0,8640,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,732,756,Ex,Y,SBrkr,764,783,1547,3,1,Gd,7,Typ,0,None,Attchd,2009.0,Unf,2,614,TA,Y,169,45,0,None,2010,Other,Normal,215200,1,2.5,1,1,True,Summer,2303,1
763,763,764,60,RL,82.0,9430,None,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,Gable,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,89,1252,Ex,Y,SBrkr,1268,1097,2365,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3,856,TA,Y,0,128,0,None,2009,WD,Normal,337000,1,3.5,10,10,True,Summer,3617,0
764,764,765,120,RL,30.0,9549,None,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,8,5,Hip,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,0,1494,Ex,Y,SBrkr,1494,0,1494,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2,481,TA,Y,0,30,0,None,2006,WD,Normal,270000,1,2.5,11,10,False,Spring,2988,0
765,765,766,20,RL,75.0,14587,None,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,9,5,Gable,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1498,1498,Ex,Y,SBrkr,1506,0,1506,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2,592,TA,Y,0,174,0,None,2008,New,Partial,264132,1,2.0,0,0,True,Summer,3004,1
766,766,767,60,RL,80.0,10421,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,5,Gable,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,586,980,TA,Y,SBrkr,980,734,1714,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2,496,TA,Y,228,66,1,MnPrv,2010,WD,Normal,196500,1,2.5,22,22,True,Spring,2694,0
767,767,768,50,RL,75.0,12508,None,IR1,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1.5Fin,6,7,Gable,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,323,983,Ex,Y,SBrkr,983,767,1750,4,1,TA,7,Mod,0,None,Attchd,1989.0,Unf,1,423,TA,Y,245,0,1,None,2008,WD,Normal,160000,1,3.0,68,23,False,Summer,2733,0
768,768,769,20,RL,70.0,9100,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,Hip,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1836,1860,Ex,Y,SBrkr,1836,0,1836,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,484,TA,Y,120,33,0,None,2006,WD,Normal,216837,1,2.0,2,1,False,Fall,3696,0
769,769,770,60,RL,47.0,53504,None,IR2,HLS,CulDSac,Mod,StoneBr,Norm,1Fam,2Story,8,5,Hip,CemntBd,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,Unf,234,1650,Ex,Y,SBrkr,1690,1589,3279,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,841,TA,Y,503,36,0,None,2010,WD,Normal,538000,0,4.5,7,7,True,Summer,4929,0
770,770,771,85,RL,71.0,7252,None,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,SFoyer,5,5,Hip,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,173,858,TA,Y,SBrkr,858,0,858,2,1,TA,5,Typ,0,None,Detchd,1983.0,Unf,2,576,TA,Y,120,0,0,None,2009,WD,Normal,134900,1,2.0,27,27,True,Spring,1716,0
771,771,772,20,RL,67.0,8877,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,0,836,TA,Y,FuseF,1220,0,1220,2,1,TA,6,Typ,0,None,Detchd,1951.0,Unf,2,396,TA,Y,0,0,0,None,2006,COD,Normal,102000,1,1.0,55,55,True,Spring,2056,0
772,772,773,80,RL,94.0,7819,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SLvl,6,5,Gable,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,480,1029,TA,Y,SBrkr,1117,0,1117,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2,672,TA,Y,144,0,0,MnPrv,2010,WD,Other,107000,1,2.0,34,34,True,Spring,2146,0
773,773,774,20,RL,70.0,10150,None,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,5,5,Gable,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,456,912,Ex,Y,FuseA,912,0,912,2,1,TA,5,Typ,0,None,Attchd,1958.0,RFn,1,275,TA,Y,0,0,0,None,2007,COD,Normal,114500,1,1.0,49,49,True,Summer,1824,0
774,774,775,20,RL,110.0,14226,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,Hip,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1935,1935,Gd,Y,SBrkr,1973,0,1973,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895,TA,Y,315,45,0,None,2007,New,Partial,395000,1,2.0,1,1,True,Summer,3908,1
775,775,776,120,RM,32.0,4500,None,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,Hip,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,338,1204,Ex,Y,SBrkr,1204,0,1204,2,1,TA,5,Typ,0,None,Attchd,1998.0,Fin,2,412,TA,Y,0,247,0,None,2009,WD,Normal,162000,1,3.0,11,11,True,Summer,2408,0
776,776,777,20,RL,86.0,11210,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1594,1614,Ex,Y,SBrkr,1614,0,1614,3,1,Gd,7,Typ,0,None,Attchd,2005.0,RFn,3,865,TA,Y,144,59,0,None,2006,New,Partial,221500,1,2.0,1,0,False,Summer,3228,1
777,777,778,20,RL,100.0,13350,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,Hip,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,102,864,TA,Y,SBrkr,894,0,894,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,Y,241,0,0,MnPrv,2006,WD,Normal,142500,0,2.0,32,32,True,Summer,1758,0
778,778,779,90,RH,60.0,8400,None,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Duplex,1Story,5,5,Gable,Plywood,BrkFace,320.0,TA,TA,Slab,None,None,None,None,None,0,0,TA,Y,SBrkr,2020,0,2020,4,0,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630,TA,Y,0,0,0,None,2007,WD,Normal,144000,1,2.0,30,30,True,Fall,2020,0
779,779,780,90,RL,78.0,10530,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,6,5,Gable,Plywood,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,0,975,TA,Y,SBrkr,1004,0,1004,2,1,TA,4,Typ,0,None,Attchd,1977.0,Unf,2,504,TA,Y,0,0,0,None,2006,WD,Normal,135000,0,2.0,29,29,True,Spring,1979,0
780,780,781,20,RL,63.0,7875,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,7,5,Gable,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,Unf,1237,1237,Gd,Y,SBrkr,1253,0,1253,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402,TA,Y,220,21,0,None,2007,WD,Normal,176000,1,2.0,12,11,False,Summer,2490,0
781,781,782,60,RL,65.0,7153,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,Gable,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,Unf,374,761,Ex,Y,SBrkr,810,793,1603,3,1,Gd,7,Typ,0,None,Attchd,1992.0,RFn,2,484,TA,Y,0,124,0,None,2006,WD,Normal,175900,1,2.5,14,14,True,Summer,2364,0
782,782,783,20,RL,67.0,16285,None,IR2,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1413,1413,Ex,Y,SBrkr,1430,0,1430,3,1,Gd,6,Typ,0,None,Attchd,2001.0,RFn,2,605,TA,Y,0,33,0,None,2009,WD,Normal,187100,1,2.0,8,7,False,Summer,2843,0
783,783,784,85,RL,73.0,9101,None,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SFoyer,5,6,Gable,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,Unf,0,1097,Ex,Y,SBrkr,1110,0,1110,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2,602,TA,Y,303,30,0,None,2009,WD,Normal,165500,1,2.0,31,31,True,Summer,2207,0
784,784,785,75,RM,35.0,6300,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,6,6,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,742,742,Ex,Y,SBrkr,742,742,1484,3,1,TA,9,Typ,1,Gd,None,0.0,None,0,0,Other,Y,0,291,1,None,2008,WD,Normal,128000,0,2.0,94,7,False,Summer,2226,0
785,785,786,20,RL,80.0,9790,None,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,6,5,Gable,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,491,1372,TA,Y,SBrkr,1342,0,1342,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457,TA,Y,0,0,0,None,2009,WD,Normal,161500,0,2.0,42,42,True,Fall,2714,0
786,786,787,50,RM,60.0,10800,None,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,5,6,Gable,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,0,686,TA,Y,SBrkr,966,686,1652,4,1,TA,7,Typ,0,None,Detchd,1961.0,Unf,1,416,TA,Y,0,0,1,None,2010,WD,Normal,139000,1,3.0,95,60,False,Summer,2338,0
787,787,788,60,RL,76.0,10142,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,300,956,Ex,Y,SBrkr,956,1128,2084,4,1,Gd,8,Typ,0,None,BuiltIn,2004.0,RFn,2,618,TA,Y,0,45,0,None,2010,WD,Normal,233000,1,3.5,6,6,True,Winter,3040,0
788,788,789,20,RM,50.0,6000,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,4,7,Gable,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,901,901,Ex,Y,SBrkr,901,0,901,2,1,TA,4,Typ,0,None,Detchd,1954.0,Unf,1,281,Other,Y,0,0,0,None,2008,WD,Normal,107900,1,1.0,54,8,False,Summer,1802,0
789,789,790,60,RL,80.0,12205,None,IR1,Low,Inside,Gtl,ClearCr,Norm,1Fam,2Story,6,8,Gable,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,264,832,Gd,Y,SBrkr,976,1111,2087,5,1,Gd,9,Typ,0,None,Attchd,1966.0,Fin,2,444,TA,Y,133,168,0,None,2007,WD,Normal,187500,1,2.5,41,0,False,Summer,2919,0
790,790,791,120,RL,43.0,3182,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,Gable,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1129,1145,Ex,Y,SBrkr,1145,0,1145,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,Y,100,16,0,None,2009,WD,Normal,160200,1,2.0,4,3,False,Fall,2290,0
791,791,792,80,RL,73.0,11333,None,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SLvl,6,5,Gable,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,490,1029,TA,Y,SBrkr,1062,0,1062,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2,539,TA,Y,120,0,0,None,2007,WD,Normal,146800,1,2.0,31,31,True,Spring,2091,0
792,792,793,60,RL,92.0,9920,None,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,7,5,Gable,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,255,1117,Ex,Y,SBrkr,1127,886,2013,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Unf,2,455,TA,Y,180,130,0,None,2007,WD,Normal,269790,1,3.5,11,10,False,Summer,3130,0
793,793,794,20,RL,76.0,9158,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,Gable,CemntBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1496,1496,Ex,Y,SBrkr,1496,0,1496,3,1,Gd,7,Typ,0,None,Attchd,2007.0,Fin,2,474,TA,Y,168,130,0,None,2007,New,Partial,225000,0,2.0,0,0,True,Summer,2992,1
794,794,795,60,RL,65.0,10832,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,Gable,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,712,712,Ex,Y,SBrkr,1086,809,1895,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,409,TA,Y,143,46,0,None,2008,WD,Normal,194500,1,2.5,14,12,False,Fall,2607,0
795,795,796,60,RL,70.0,8400,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,6,Gable,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,650,650,TA,Y,SBrkr,888,676,1564,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,476,TA,Y,0,50,0,MnPrv,2010,WD,Normal,171000,1,2.5,30,29,False,Spring,2214,0
796,796,797,20,RL,71.0,8197,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,6,5,Gable,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,660,660,Ex,Y,SBrkr,1285,0,1285,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,528,TA,Y,138,0,0,MnPrv,2007,WD,Normal,143500,1,1.5,30,30,True,Spring,1945,0
797,797,798,20,RL,57.0,7677,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,Gable,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,203,773,Gd,Y,SBrkr,773,0,773,2,1,TA,4,Typ,0,None,Attchd,1953.0,Unf,1,240,TA,Y,0,0,0,None,2008,WD,Other,110000,1,1.0,55,55,True,Spring,1546,0
798,798,799,60,RL,104.0,13518,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,Hip,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,Unf,1926,1926,Ex,Y,SBrkr,1966,1174,3140,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009.0,Fin,3,820,TA,Y,144,78,0,None,2009,New,Partial,485000,1,3.5,1,0,False,Summer,5066,1
799,799,800,50,RL,60.0,7200,None,Reg,Lvl,Corner,Gtl,SWISU,Feedr,1Fam,1.5Fin,5,7,Gable,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,162,731,Ex,Y,SBrkr,981,787,1768,3,1,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,1,240,TA,Y,0,0,1,MnPrv,2007,WD,Normal,175000,1,2.5,70,57,False,Summer,2499,0
800,800,801,60,RL,79.0,12798,None,IR1,HLS,Inside,Mod,ClearCr,Feedr,1Fam,2Story,6,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,154,616,Gd,Y,SBrkr,616,1072,1688,4,1,Gd,8,Typ,0,None,Attchd,1997.0,RFn,2,603,TA,Y,403,114,1,None,2008,WD,Normal,200000,1,3.5,11,11,True,Spring,2304,0
801,801,802,30,RM,40.0,4800,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,4,7,Gable,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,999,1196,Ex,Y,FuseA,1196,0,1196,2,1,TA,5,Typ,0,None,Detchd,1957.0,Unf,2,440,TA,Y,0,0,0,None,2007,WD,Normal,109900,1,2.0,91,17,False,Summer,2392,0
802,802,803,60,RL,63.0,8199,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,Gable,WdShing,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,80,728,Ex,Y,SBrkr,728,728,1456,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,410,TA,Y,36,18,0,None,2008,WD,Normal,189000,0,3.5,3,3,True,Fall,2184,0
803,803,804,60,RL,107.0,13891,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,Hip,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,1734,1734,Ex,Y,SBrkr,1734,1088,2822,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009.0,RFn,3,1020,TA,Y,52,170,0,None,2009,New,Partial,582933,1,3.5,1,0,False,Winter,4556,1
804,804,805,20,RL,75.0,9000,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,124,936,TA,Y,SBrkr,1128,0,1128,2,1,TA,5,Min1,0,None,Attchd,1954.0,Unf,1,286,TA,Y,0,0,0,GdWo,2006,WD,Other,118000,1,1.0,52,52,True,Summer,2064,0
805,805,806,20,RL,91.0,12274,None,IR1,Lvl,FR2,Gtl,Somerst,Norm,1Fam,1Story,7,5,Gable,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1417,1417,Ex,Y,SBrkr,1428,0,1428,3,1,Ex,6,Typ,0,None,Attchd,2008.0,RFn,2,554,TA,Y,0,60,0,None,2008,New,Partial,227680,1,2.0,0,0,True,Summer,2845,1
806,806,807,80,RL,75.0,9750,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,5,Gable,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,Rec,100,980,Gd,Y,SBrkr,980,0,980,3,1,TA,6,Typ,0,None,Attchd,1967.0,Fin,1,384,TA,Y,68,0,0,None,2006,WD,Normal,135500,1,2.0,39,39,True,Fall,1960,0
807,807,808,70,RL,144.0,21384,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,2Story,5,6,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,15,1324,Ex,Y,SBrkr,1072,504,1576,3,1,Gd,6,Typ,1,TA,Attchd,1923.0,RFn,2,528,TA,Y,0,312,0,None,2009,WD,Normal,223500,1,3.5,86,5,False,Spring,2900,0
808,808,809,80,RL,85.0,13400,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,5,Gable,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,380,1024,TA,Y,SBrkr,1086,0,1086,3,1,TA,6,Typ,1,Gd,Attchd,1966.0,RFn,2,484,TA,Y,0,0,0,GdWo,2006,WD,Normal,159950,1,2.0,40,40,True,Summer,2110,0
809,809,810,75,RM,90.0,8100,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2.5Unf,5,5,Hip,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,849,849,TA,N,FuseA,1075,1063,2138,2,0,TA,11,Typ,0,None,Detchd,1910.0,Unf,2,360,Other,N,40,156,0,MnPrv,2009,WD,Normal,106000,1,2.0,111,44,False,Fall,2987,0
810,810,811,20,RL,78.0,10140,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,Hip,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,0,1040,Fa,Y,SBrkr,1309,0,1309,3,1,Gd,5,Typ,1,Fa,Attchd,1974.0,RFn,2,484,TA,Y,265,0,0,GdPrv,2006,WD,Normal,181000,1,2.5,32,7,False,Winter,2349,0
811,811,812,120,RM,70.0,4438,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,Gable,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,186,848,Ex,Y,SBrkr,848,0,848,1,1,Gd,4,Typ,1,Gd,Attchd,2004.0,Fin,2,420,TA,Y,140,0,0,None,2008,Other,Normal,144500,1,2.0,4,4,True,Summer,1696,0
812,812,813,20,C (all),66.0,8712,None,Reg,Bnk,Inside,Mod,IDOTRR,Norm,1Fam,1Story,5,5,Hip,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,Unf,540,540,TA,N,FuseA,1044,0,1044,2,1,Fa,4,Typ,0,None,Basment,1952.0,Unf,2,504,TA,N,0,0,0,None,2010,WD,Other,55993,1,1.0,58,58,True,Summer,1584,0
